date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur
2019-10-01,ALRS,futures,36482.0,,,,,,,,
2019-10-01,GAZR,futures,248612.0,,,,,,,,
2019-10-01,MGNT,futures,208240.0,,,,,,,,
2019-10-01,MXI,futures,35570.0,,,,,,,,
2019-10-01,ROSN,futures,7186.0,,,,,,,,
2019-10-01,SBRF,futures,606694.0,,,,,,,,
2019-10-01,VTBR,futures,358144.0,,,,,,,,
2019-10-02,ALRS,futures,34334.0,,,,,,,,
2019-10-02,GAZR,futures,227200.0,,,,,,,,
2019-10-02,MGNT,futures,220582.0,,,,,,,,
2019-10-02,MXI,futures,34566.0,,,,,,,,
2019-10-02,ROSN,futures,7096.0,,,,,,,,
2019-10-02,SBRF,futures,629376.0,,,,,,,,
2019-10-02,VTBR,futures,371012.0,,,,,,,,
2019-10-03,ALRS,futures,34466.0,,,,,,,,
2019-10-03,GAZR,futures,235984.0,,,,,,,,
2019-10-03,MGNT,futures,228038.0,,,,,,,,
2019-10-03,MXI,futures,32694.0,,,,,,,,
2019-10-03,ROSN,futures,7078.0,,,,,,,,
2019-10-03,SBRF,futures,634524.0,,,,,,,,
2019-10-03,VTBR,futures,309174.0,,,,,,,,
2019-10-04,ALRS,futures,34328.0,,,,,,,,
2019-10-04,GAZR,futures,246960.0,,,,,,,,
2019-10-04,MGNT,futures,234118.0,,,,,,,,
2019-10-04,MXI,futures,36146.0,,,,,,,,
2019-10-04,ROSN,futures,7396.0,,,,,,,,
2019-10-04,SBRF,futures,647878.0,,,,,,,,
2019-10-04,VTBR,futures,310662.0,,,,,,,,
2019-10-07,ALRS,futures,34672.0,,,,,,,,
2019-10-07,GAZR,futures,258306.0,,,,,,,,
2019-10-07,MGNT,futures,248784.0,,,,,,,,
2019-10-07,MXI,futures,39502.0,,,,,,,,
2019-10-07,ROSN,futures,8516.0,,,,,,,,
2019-10-07,SBRF,futures,657428.0,,,,,,,,
2019-10-07,VTBR,futures,315974.0,,,,,,,,
2019-10-08,ALRS,futures,37412.0,,,,,,,,
2019-10-08,GAZR,futures,252878.0,,,,,,,,
2019-10-08,MGNT,futures,281712.0,,,,,,,,
2019-10-08,MXI,futures,39740.0,,,,,,,,
2019-10-08,ROSN,futures,8958.0,,,,,,,,
2019-10-08,SBRF,futures,635538.0,,,,,,,,
2019-10-08,VTBR,futures,317580.0,,,,,,,,
2019-10-09,ALRS,futures,36482.0,,,,,,,,
2019-10-09,GAZR,futures,256372.0,,,,,,,,
2019-10-09,MGNT,futures,282398.0,,,,,,,,
2019-10-09,MXI,futures,41936.0,,,,,,,,
2019-10-09,ROSN,futures,9646.0,,,,,,,,
2019-10-09,SBRF,futures,649758.0,,,,,,,,
2019-10-09,VTBR,futures,314386.0,,,,,,,,
2019-10-10,ALRS,futures,36430.0,,,,,,,,
2019-10-10,GAZR,futures,260436.0,,,,,,,,
2019-10-10,MGNT,futures,296066.0,,,,,,,,
2019-10-10,MXI,futures,41700.0,,,,,,,,
2019-10-10,ROSN,futures,9172.0,,,,,,,,
2019-10-10,SBRF,futures,663700.0,,,,,,,,
2019-10-10,VTBR,futures,310232.0,,,,,,,,
2019-10-11,ALRS,futures,36558.0,,,,,,,,
2019-10-11,GAZR,futures,251040.0,,,,,,,,
2019-10-11,MGNT,futures,308884.0,,,,,,,,
2019-10-11,MXI,futures,40842.0,,,,,,,,
2019-10-11,ROSN,futures,9658.0,,,,,,,,
2019-10-11,SBRF,futures,647620.0,,,,,,,,
2019-10-11,VTBR,futures,318690.0,,,,,,,,
2019-10-14,ALRS,futures,36786.0,,,,,,,,
2019-10-14,GAZR,futures,244922.0,,,,,,,,
2019-10-14,MGNT,futures,317664.0,,,,,,,,
2019-10-14,MXI,futures,40800.0,,,,,,,,
2019-10-14,ROSN,futures,9620.0,,,,,,,,
2019-10-14,SBRF,futures,644376.0,,,,,,,,
2019-10-14,VTBR,futures,312296.0,,,,,,,,
2019-10-15,ALRS,futures,36908.0,,,,,,,,
2019-10-15,GAZR,futures,248274.0,,,,,,,,
2019-10-15,MGNT,futures,311728.0,,,,,,,,
2019-10-15,MXI,futures,38504.0,,,,,,,,
2019-10-15,ROSN,futures,8954.0,,,,,,,,
2019-10-15,SBRF,futures,637602.0,,,,,,,,
2019-10-15,VTBR,futures,312234.0,,,,,,,,
2019-10-16,ALRS,futures,35442.0,,,,,,,,
2019-10-16,GAZR,futures,263320.0,,,,,,,,
2019-10-16,MGNT,futures,309128.0,,,,,,,,
2019-10-16,MXI,futures,42272.0,,,,,,,,
2019-10-16,ROSN,futures,8080.0,,,,,,,,
2019-10-16,SBRF,futures,659602.0,,,,,,,,
2019-10-16,VTBR,futures,324698.0,,,,,,,,
2019-10-17,ALRS,futures,33588.0,,,,,,,,
2019-10-17,GAZR,futures,254250.0,,,,,,,,
2019-10-17,MGNT,futures,306746.0,,,,,,,,
2019-10-17,MXI,futures,42508.0,,,,,,,,
2019-10-17,ROSN,futures,7784.0,,,,,,,,
2019-10-17,SBRF,futures,661792.0,,,,,,,,
2019-10-17,VTBR,futures,323636.0,,,,,,,,
2019-10-18,ALRS,futures,32004.0,,,,,,,,
2019-10-18,GAZR,futures,255370.0,,,,,,,,
2019-10-18,MGNT,futures,310934.0,,,,,,,,
2019-10-18,MXI,futures,45572.0,,,,,,,,
2019-10-18,ROSN,futures,7996.0,,,,,,,,
2019-10-18,SBRF,futures,671016.0,,,,,,,,
2019-10-18,VTBR,futures,339944.0,,,,,,,,
2019-10-21,ALRS,futures,28868.0,,,,,,,,
2019-10-21,GAZR,futures,261572.0,,,,,,,,
2019-10-21,MGNT,futures,310786.0,,,,,,,,
2019-10-21,MXI,futures,47720.0,,,,,,,,
2019-10-21,ROSN,futures,8192.0,,,,,,,,
2019-10-21,SBRF,futures,622400.0,,,,,,,,
2019-10-21,VTBR,futures,344960.0,,,,,,,,
2019-10-22,ALRS,futures,29390.0,,,,,,,,
2019-10-22,GAZR,futures,331570.0,,,,,,,,
2019-10-22,MGNT,futures,318772.0,,,,,,,,
2019-10-22,MXI,futures,47010.0,,,,,,,,
2019-10-22,ROSN,futures,8190.0,,,,,,,,
2019-10-22,SBRF,futures,660374.0,,,,,,,,
2019-10-22,VTBR,futures,323214.0,,,,,,,,
2019-10-23,ALRS,futures,33246.0,,,,,,,,
2019-10-23,GAZR,futures,304356.0,,,,,,,,
2019-10-23,MGNT,futures,333070.0,,,,,,,,
2019-10-23,MXI,futures,49874.0,,,,,,,,
2019-10-23,ROSN,futures,8508.0,,,,,,,,
2019-10-23,SBRF,futures,641982.0,,,,,,,,
2019-10-23,VTBR,futures,302006.0,,,,,,,,
2019-10-24,ALRS,futures,33578.0,,,,,,,,
2019-10-24,GAZR,futures,315290.0,,,,,,,,
2019-10-24,MGNT,futures,328516.0,,,,,,,,
2019-10-24,MXI,futures,53526.0,,,,,,,,
2019-10-24,ROSN,futures,9574.0,,,,,,,,
2019-10-24,SBRF,futures,661676.0,,,,,,,,
2019-10-24,VTBR,futures,309834.0,,,,,,,,
2019-10-25,ALRS,futures,34924.0,,,,,,,,
2019-10-25,GAZR,futures,315554.0,,,,,,,,
2019-10-25,MGNT,futures,342370.0,,,,,,,,
2019-10-25,MXI,futures,52810.0,,,,,,,,
2019-10-25,ROSN,futures,10454.0,,,,,,,,
2019-10-25,SBRF,futures,639136.0,,,,,,,,
2019-10-25,VTBR,futures,313936.0,,,,,,,,
2019-10-28,ALRS,futures,35138.0,,,,,,,,
2019-10-28,GAZR,futures,301962.0,,,,,,,,
2019-10-28,MGNT,futures,336874.0,,,,,,,,
2019-10-28,MXI,futures,48356.0,,,,,,,,
2019-10-28,ROSN,futures,9146.0,,,,,,,,
2019-10-28,SBRF,futures,618842.0,,,,,,,,
2019-10-28,VTBR,futures,319638.0,,,,,,,,
2019-10-29,ALRS,futures,34982.0,,,,,,,,
2019-10-29,GAZR,futures,351068.0,,,,,,,,
2019-10-29,MGNT,futures,337200.0,,,,,,,,
2019-10-29,MXI,futures,50308.0,,,,,,,,
2019-10-29,ROSN,futures,9778.0,,,,,,,,
2019-10-29,SBRF,futures,621368.0,,,,,,,,
2019-10-29,VTBR,futures,313934.0,,,,,,,,
2019-10-30,ALRS,futures,33170.0,,,,,,,,
2019-10-30,GAZR,futures,367850.0,,,,,,,,
2019-10-30,MGNT,futures,337430.0,,,,,,,,
2019-10-30,MXI,futures,50514.0,,,,,,,,
2019-10-30,ROSN,futures,9378.0,,,,,,,,
2019-10-30,SBRF,futures,579322.0,,,,,,,,
2019-10-30,VTBR,futures,321496.0,,,,,,,,
2019-10-31,ALRS,futures,30286.0,,,,,,,,
2019-10-31,GAZR,futures,362048.0,,,,,,,,
2019-10-31,MGNT,futures,329858.0,,,,,,,,
2019-10-31,MXI,futures,46758.0,,,,,,,,
2019-10-31,ROSN,futures,8760.0,,,,,,,,
2019-10-31,SBRF,futures,577952.0,,,,,,,,
2019-10-31,VTBR,futures,308664.0,,,,,,,,
2019-11-01,ALRS,futures,29284.0,,,,,,,,
2019-11-01,GAZR,futures,351974.0,,,,,,,,
2019-11-01,MGNT,futures,322082.0,,,,,,,,
2019-11-01,MXI,futures,58640.0,,,,,,,,
2019-11-01,ROSN,futures,9174.0,,,,,,,,
2019-11-01,SBRF,futures,581668.0,,,,,,,,
2019-11-01,VTBR,futures,307690.0,,,,,,,,
2019-11-05,ALRS,futures,30350.0,,,,,,,,
2019-11-05,GAZR,futures,360818.0,,,,,,,,
2019-11-05,MGNT,futures,309408.0,,,,,,,,
2019-11-05,MXI,futures,57530.0,,,,,,,,
2019-11-05,ROSN,futures,14156.0,,,,,,,,
2019-11-05,SBRF,futures,568628.0,,,,,,,,
2019-11-05,VTBR,futures,317774.0,,,,,,,,
2019-11-06,ALRS,futures,30378.0,,,,,,,,
2019-11-06,GAZR,futures,365804.0,,,,,,,,
2019-11-06,MGNT,futures,311062.0,,,,,,,,
2019-11-06,MXI,futures,60982.0,,,,,,,,
2019-11-06,ROSN,futures,14394.0,,,,,,,,
2019-11-06,SBRF,futures,579050.0,,,,,,,,
2019-11-06,VTBR,futures,327474.0,,,,,,,,
2019-11-07,ALRS,futures,29518.0,,,,,,,,
2019-11-07,GAZR,futures,404422.0,,,,,,,,
2019-11-07,MGNT,futures,305584.0,,,,,,,,
2019-11-07,MXI,futures,63922.0,,,,,,,,
2019-11-07,ROSN,futures,14212.0,,,,,,,,
2019-11-07,SBRF,futures,602440.0,,,,,,,,
2019-11-07,VTBR,futures,331436.0,,,,,,,,
2019-11-08,ALRS,futures,28712.0,,,,,,,,
2019-11-08,GAZR,futures,400920.0,,,,,,,,
2019-11-08,MGNT,futures,311116.0,,,,,,,,
2019-11-08,MXI,futures,63558.0,,,,,,,,
2019-11-08,ROSN,futures,13492.0,,,,,,,,
2019-11-08,SBRF,futures,569254.0,,,,,,,,
2019-11-08,VTBR,futures,344750.0,,,,,,,,
2019-11-11,ALRS,futures,28922.0,,,,,,,,
2019-11-11,GAZR,futures,433344.0,,,,,,,,
2019-11-11,MGNT,futures,306610.0,,,,,,,,
2019-11-11,MXI,futures,63186.0,,,,,,,,
2019-11-11,ROSN,futures,13008.0,,,,,,,,
2019-11-11,SBRF,futures,589344.0,,,,,,,,
2019-11-11,VTBR,futures,333308.0,,,,,,,,
2019-11-12,ALRS,futures,28180.0,,,,,,,,
2019-11-12,GAZR,futures,440576.0,,,,,,,,
2019-11-12,MGNT,futures,297666.0,,,,,,,,
2019-11-12,MXI,futures,61392.0,,,,,,,,
2019-11-12,ROSN,futures,17816.0,,,,,,,,
2019-11-12,SBRF,futures,589648.0,,,,,,,,
2019-11-12,VTBR,futures,305756.0,,,,,,,,
2019-11-13,ALRS,futures,28038.0,,,,,,,,
2019-11-13,GAZR,futures,473986.0,,,,,,,,
2019-11-13,MGNT,futures,298312.0,,,,,,,,
2019-11-13,MXI,futures,58802.0,,,,,,,,
2019-11-13,ROSN,futures,17620.0,,,,,,,,
2019-11-13,SBRF,futures,597648.0,,,,,,,,
2019-11-13,VTBR,futures,305026.0,,,,,,,,
2019-11-14,ALRS,futures,27040.0,,,,,,,,
2019-11-14,GAZR,futures,560710.0,,,,,,,,
2019-11-14,MGNT,futures,296924.0,,,,,,,,
2019-11-14,MXI,futures,55334.0,,,,,,,,
2019-11-14,ROSN,futures,14032.0,,,,,,,,
2019-11-14,SBRF,futures,610620.0,,,,,,,,
2019-11-14,VTBR,futures,303094.0,,,,,,,,
2019-11-15,ALRS,futures,26404.0,,,,,,,,
2019-11-15,GAZR,futures,561052.0,,,,,,,,
2019-11-15,MGNT,futures,307836.0,,,,,,,,
2019-11-15,MXI,futures,54880.0,,,,,,,,
2019-11-15,ROSN,futures,14492.0,,,,,,,,
2019-11-15,SBRF,futures,623482.0,,,,,,,,
2019-11-15,VTBR,futures,333478.0,,,,,,,,
2019-11-18,ALRS,futures,25758.0,,,,,,,,
2019-11-18,GAZR,futures,551856.0,,,,,,,,
2019-11-18,MGNT,futures,263494.0,,,,,,,,
2019-11-18,MXI,futures,53892.0,,,,,,,,
2019-11-18,ROSN,futures,14342.0,,,,,,,,
2019-11-18,SBRF,futures,618364.0,,,,,,,,
2019-11-18,VTBR,futures,308050.0,,,,,,,,
2019-11-19,ALRS,futures,26300.0,,,,,,,,
2019-11-19,GAZR,futures,538590.0,,,,,,,,
2019-11-19,MGNT,futures,258964.0,,,,,,,,
2019-11-19,MXI,futures,55122.0,,,,,,,,
2019-11-19,ROSN,futures,13180.0,,,,,,,,
2019-11-19,SBRF,futures,599386.0,,,,,,,,
2019-11-19,VTBR,futures,310138.0,,,,,,,,
2019-11-20,ALRS,futures,25978.0,,,,,,,,
2019-11-20,GAZR,futures,582334.0,,,,,,,,
2019-11-20,MGNT,futures,260246.0,,,,,,,,
2019-11-20,MXI,futures,55148.0,,,,,,,,
2019-11-20,ROSN,futures,12444.0,,,,,,,,
2019-11-20,SBRF,futures,604032.0,,,,,,,,
2019-11-20,VTBR,futures,304390.0,,,,,,,,
2019-11-21,ALRS,futures,25648.0,,,,,,,,
2019-11-21,GAZR,futures,571442.0,,,,,,,,
2019-11-21,MGNT,futures,269940.0,,,,,,,,
2019-11-21,MXI,futures,54590.0,,,,,,,,
2019-11-21,ROSN,futures,12102.0,,,,,,,,
2019-11-21,SBRF,futures,605854.0,,,,,,,,
2019-11-21,VTBR,futures,306220.0,,,,,,,,
2019-11-22,ALRS,futures,25530.0,,,,,,,,
2019-11-22,GAZR,futures,568428.0,,,,,,,,
2019-11-22,MGNT,futures,269888.0,,,,,,,,
2019-11-22,MXI,futures,52458.0,,,,,,,,
2019-11-22,ROSN,futures,12130.0,,,,,,,,
2019-11-22,SBRF,futures,600800.0,,,,,,,,
2019-11-22,VTBR,futures,299540.0,,,,,,,,
2019-11-25,ALRS,futures,24628.0,,,,,,,,
2019-11-25,GAZR,futures,571740.0,,,,,,,,
2019-11-25,MGNT,futures,273760.0,,,,,,,,
2019-11-25,MXI,futures,46594.0,,,,,,,,
2019-11-25,ROSN,futures,11812.0,,,,,,,,
2019-11-25,SBRF,futures,609136.0,,,,,,,,
2019-11-25,VTBR,futures,303886.0,,,,,,,,
2019-11-26,ALRS,futures,24732.0,,,,,,,,
2019-11-26,GAZR,futures,569912.0,,,,,,,,
2019-11-26,MGNT,futures,266746.0,,,,,,,,
2019-11-26,MXI,futures,46682.0,,,,,,,,
2019-11-26,ROSN,futures,12510.0,,,,,,,,
2019-11-26,SBRF,futures,653984.0,,,,,,,,
2019-11-26,VTBR,futures,301312.0,,,,,,,,
2019-11-27,ALRS,futures,25342.0,,,,,,,,
2019-11-27,GAZR,futures,562954.0,,,,,,,,
2019-11-27,MGNT,futures,263808.0,,,,,,,,
2019-11-27,MXI,futures,46742.0,,,,,,,,
2019-11-27,ROSN,futures,12494.0,,,,,,,,
2019-11-27,SBRF,futures,657984.0,,,,,,,,
2019-11-27,VTBR,futures,300928.0,,,,,,,,
2019-11-28,ALRS,futures,25294.0,,,,,,,,
2019-11-28,GAZR,futures,562506.0,,,,,,,,
2019-11-28,MGNT,futures,262580.0,,,,,,,,
2019-11-28,MXI,futures,47216.0,,,,,,,,
2019-11-28,ROSN,futures,12256.0,,,,,,,,
2019-11-28,SBRF,futures,659174.0,,,,,,,,
2019-11-28,VTBR,futures,299234.0,,,,,,,,
2019-11-29,ALRS,futures,24356.0,,,,,,,,
2019-11-29,GAZR,futures,567960.0,,,,,,,,
2019-11-29,MGNT,futures,258550.0,,,,,,,,
2019-11-29,MXI,futures,46180.0,,,,,,,,
2019-11-29,ROSN,futures,11856.0,,,,,,,,
2019-11-29,SBRF,futures,647826.0,,,,,,,,
2019-11-29,VTBR,futures,291662.0,,,,,,,,
2019-12-02,ALRS,futures,24382.0,,,,,,,,
2019-12-02,GAZR,futures,596994.0,,,,,,,,
2019-12-02,MGNT,futures,261436.0,,,,,,,,
2019-12-02,MXI,futures,45498.0,,,,,,,,
2019-12-02,ROSN,futures,11952.0,,,,,,,,
2019-12-02,SBRF,futures,651712.0,,,,,,,,
2019-12-02,VTBR,futures,298794.0,,,,,,,,
2019-12-03,ALRS,futures,24908.0,,,,,,,,
2019-12-03,GAZR,futures,565838.0,,,,,,,,
2019-12-03,MGNT,futures,264924.0,,,,,,,,
2019-12-03,MXI,futures,48198.0,,,,,,,,
2019-12-03,ROSN,futures,11518.0,,,,,,,,
2019-12-03,SBRF,futures,670082.0,,,,,,,,
2019-12-03,VTBR,futures,299734.0,,,,,,,,
2019-12-04,ALRS,futures,24502.0,,,,,,,,
2019-12-04,GAZR,futures,569302.0,,,,,,,,
2019-12-04,MGNT,futures,258758.0,,,,,,,,
2019-12-04,MXI,futures,46338.0,,,,,,,,
2019-12-04,ROSN,futures,13620.0,,,,,,,,
2019-12-04,SBRF,futures,682858.0,,,,,,,,
2019-12-04,VTBR,futures,302396.0,,,,,,,,
2019-12-05,ALRS,futures,24174.0,,,,,,,,
2019-12-05,GAZR,futures,571940.0,,,,,,,,
2019-12-05,MGNT,futures,256836.0,,,,,,,,
2019-12-05,MXI,futures,43330.0,,,,,,,,
2019-12-05,ROSN,futures,12194.0,,,,,,,,
2019-12-05,SBRF,futures,669158.0,,,,,,,,
2019-12-05,VTBR,futures,304882.0,,,,,,,,
2019-12-06,ALRS,futures,24036.0,,,,,,,,
2019-12-06,GAZR,futures,562920.0,,,,,,,,
2019-12-06,MGNT,futures,252182.0,,,,,,,,
2019-12-06,MXI,futures,44572.0,,,,,,,,
2019-12-06,ROSN,futures,12522.0,,,,,,,,
2019-12-06,SBRF,futures,664436.0,,,,,,,,
2019-12-06,VTBR,futures,298832.0,,,,,,,,
2019-12-09,ALRS,futures,22526.0,,,,,,,,
2019-12-09,GAZR,futures,573908.0,,,,,,,,
2019-12-09,MGNT,futures,247956.0,,,,,,,,
2019-12-09,MXI,futures,44238.0,,,,,,,,
2019-12-09,ROSN,futures,11596.0,,,,,,,,
2019-12-09,SBRF,futures,646172.0,,,,,,,,
2019-12-09,VTBR,futures,295176.0,,,,,,,,
2019-12-10,ALRS,futures,21140.0,,,,,,,,
2019-12-10,GAZR,futures,569980.0,,,,,,,,
2019-12-10,MGNT,futures,242892.0,,,,,,,,
2019-12-10,MXI,futures,43270.0,,,,,,,,
2019-12-10,ROSN,futures,11504.0,,,,,,,,
2019-12-10,SBRF,futures,616818.0,,,,,,,,
2019-12-10,VTBR,futures,293022.0,,,,,,,,
2019-12-11,ALRS,futures,21054.0,,,,,,,,
2019-12-11,GAZR,futures,566232.0,,,,,,,,
2019-12-11,MGNT,futures,232194.0,,,,,,,,
2019-12-11,MXI,futures,43884.0,,,,,,,,
2019-12-11,ROSN,futures,10976.0,,,,,,,,
2019-12-11,SBRF,futures,616426.0,,,,,,,,
2019-12-11,VTBR,futures,293290.0,,,,,,,,
2019-12-12,ALRS,futures,19820.0,,,,,,,,
2019-12-12,GAZR,futures,534316.0,,,,,,,,
2019-12-12,MGNT,futures,226288.0,,,,,,,,
2019-12-12,MXI,futures,44302.0,,,,,,,,
2019-12-12,ROSN,futures,9946.0,,,,,,,,
2019-12-12,SBRF,futures,594278.0,,,,,,,,
2019-12-12,VTBR,futures,279030.0,,,,,,,,
2019-12-13,ALRS,futures,19184.0,,,,,,,,
2019-12-13,GAZR,futures,527796.0,,,,,,,,
2019-12-13,MGNT,futures,215756.0,,,,,,,,
2019-12-13,MXI,futures,44192.0,,,,,,,,
2019-12-13,ROSN,futures,9654.0,,,,,,,,
2019-12-13,SBRF,futures,574792.0,,,,,,,,
2019-12-13,VTBR,futures,269488.0,,,,,,,,
2019-12-16,ALRS,futures,18948.0,,,,,,,,
2019-12-16,GAZR,futures,525336.0,,,,,,,,
2019-12-16,MGNT,futures,209364.0,,,,,,,,
2019-12-16,MXI,futures,41224.0,,,,,,,,
2019-12-16,ROSN,futures,9740.0,,,,,,,,
2019-12-16,SBRF,futures,566382.0,,,,,,,,
2019-12-16,VTBR,futures,254812.0,,,,,,,,
2019-12-17,ALRS,futures,17900.0,,,,,,,,
2019-12-17,GAZR,futures,496348.0,,,,,,,,
2019-12-17,MGNT,futures,189232.0,,,,,,,,
2019-12-17,MXI,futures,35496.0,,,,,,,,
2019-12-17,ROSN,futures,9114.0,,,,,,,,
2019-12-17,SBRF,futures,526896.0,,,,,,,,
2019-12-17,VTBR,futures,233378.0,,,,,,,,
2019-12-18,ALRS,futures,66894.0,,,,,,,,
2019-12-18,GAZR,futures,399344.0,,,,,,,,
2019-12-18,MGNT,futures,144188.0,,,,,,,,
2019-12-18,MXI,futures,30672.0,,,,,,,,
2019-12-18,ROSN,futures,7494.0,,,,,,,,
2019-12-18,SBRF,futures,375554.0,,,,,,,,
2019-12-18,VTBR,futures,167908.0,,,,,,,,
2019-12-19,ALRS,futures,63976.0,,,,,,,,
2019-12-19,GAZR,futures,266458.0,,,,,,,,
2019-12-19,MGNT,futures,67820.0,,,,,,,,
2019-12-19,ROSN,futures,4784.0,,,,,,,,
2019-12-19,SBRF,futures,282854.0,,,,,,,,
2019-12-19,VTBR,futures,130134.0,,,,,,,,
2020-04-01,ALRS,futures,8558.0,6724.0,1834.0,78.57,21.43,4271.0,2453.0,8.0,1826.0
2020-04-01,GAZR,futures,141940.0,70828.0,71112.0,49.9,50.1,49596.0,21232.0,21374.0,49738.0
2020-04-01,LKOH,futures,16298.0,8469.0,7829.0,51.96,48.04,2957.0,5512.0,5192.0,2637.0
2020-04-01,MGNT,futures,91116.0,48894.0,42222.0,53.66,46.34,39091.0,9803.0,6467.0,35755.0
2020-04-01,MXI,futures,34992.0,9468.0,25524.0,27.06,72.94,2629.0,6839.0,14867.0,10657.0
2020-04-01,ROSN,futures,14100.0,7167.0,6933.0,50.83,49.17,3195.0,3972.0,3855.0,3078.0
2020-04-01,SBRF,futures,247216.0,107384.0,139832.0,43.44,56.56,65472.0,41912.0,58136.0,81696.0
2020-04-01,VTBR,futures,174390.0,98960.0,75430.0,56.75,43.25,80019.0,18941.0,7176.0,68254.0
2020-06-01,ALRS,futures,17626.0,14583.0,3043.0,82.74,17.26,7589.0,6994.0,1224.0,1819.0
2020-06-01,GAZR,futures,188590.0,96608.0,91982.0,51.23,48.77,67783.0,28825.0,26512.0,65470.0
2020-06-01,LKOH,futures,35948.0,13957.0,21991.0,38.83,61.17,8155.0,5802.0,9819.0,12172.0
2020-06-01,MGNT,futures,97024.0,47493.0,49531.0,48.95,51.05,25939.0,21554.0,22573.0,26958.0
2020-06-01,MXI,futures,48520.0,14174.0,34346.0,29.21,70.79,4493.0,9681.0,19767.0,14579.0
2020-06-01,ROSN,futures,20466.0,6689.0,13777.0,32.68,67.32,3508.0,3181.0,6725.0,7052.0
2020-06-01,SBRF,futures,274202.0,129321.0,144881.0,47.16,52.84,76351.0,52970.0,60750.0,84131.0
2020-06-01,VTBR,futures,197286.0,113116.0,84170.0,57.34,42.66,86585.0,26531.0,12058.0,72112.0
2020-08-03,ALRS,futures,30648.0,19800.0,10848.0,64.6,35.4,15281.0,4519.0,43.0,10805.0
2020-08-03,GAZR,futures,208896.0,114847.0,94049.0,54.98,45.02,96895.0,17952.0,7553.0,86496.0
2020-08-03,LKOH,futures,65372.0,32083.0,33289.0,49.08,50.92,26109.0,5974.0,6577.0,26712.0
2020-08-03,MGNT,futures,90926.0,41923.0,49003.0,46.11,53.89,13076.0,28847.0,32387.0,16616.0
2020-08-03,MXI,futures,45032.0,26089.0,18943.0,57.93,42.07,5025.0,21064.0,17491.0,1452.0
2020-08-03,ROSN,futures,18798.0,8300.0,10498.0,44.15,55.85,5743.0,2557.0,3656.0,6842.0
2020-08-03,SBRF,futures,297532.0,164265.0,133267.0,55.21,44.79,109458.0,54807.0,39308.0,93959.0
2020-08-03,VTBR,futures,267604.0,135601.0,132003.0,50.67,49.33,107374.0,28227.0,26428.0,105575.0
2020-09-01,ALRS,futures,46206.0,27346.0,18860.0,59.18,40.82,22759.0,4587.0,344.0,18516.0
2020-09-01,GAZR,futures,301028.0,167588.0,133440.0,55.67,44.33,138653.0,28935.0,11861.0,121579.0
2020-09-01,LKOH,futures,52934.0,23109.0,29825.0,43.66,56.34,17743.0,5366.0,8724.0,21101.0
2020-09-01,MGNT,futures,113994.0,35050.0,78944.0,30.75,69.25,17386.0,17664.0,39611.0,39333.0
2020-09-01,MXI,futures,67650.0,29660.0,37990.0,43.84,56.16,4212.0,25448.0,29613.0,8377.0
2020-09-01,ROSN,futures,17422.0,5314.0,12108.0,30.5,69.5,2559.0,2755.0,6152.0,5956.0
2020-09-01,SBRF,futures,373606.0,180754.0,192852.0,48.38,51.62,141952.0,38802.0,44851.0,148001.0
2020-09-01,VTBR,futures,354850.0,182328.0,172522.0,51.38,48.62,147963.0,34365.0,29462.0,143060.0
2020-10-01,ALRS,futures,17878.0,10048.0,7830.0,56.2,43.8,7991.0,2057.0,948.0,6882.0
2020-10-01,GAZR,futures,257354.0,150551.0,106803.0,58.5,41.5,112159.0,38392.0,16518.0,90285.0
2020-10-01,LKOH,futures,59056.0,28322.0,30734.0,47.96,52.04,24620.0,3702.0,4908.0,25826.0
2020-10-01,MGNT,futures,41020.0,21042.0,19978.0,51.3,48.7,9969.0,11073.0,10541.0,9437.0
2020-10-01,MXI,futures,49354.0,18516.0,30838.0,37.52,62.48,7544.0,10972.0,17133.0,13705.0
2020-10-01,ROSN,futures,9594.0,5579.0,4015.0,58.15,41.85,2095.0,3484.0,2702.0,1313.0
2020-10-01,SBRF,futures,430528.0,185755.0,244773.0,43.15,56.85,133989.0,51766.0,81275.0,163498.0
2020-10-01,VTBR,futures,291236.0,151456.0,139780.0,52.0,48.0,136374.0,15082.0,9244.0,130536.0
2020-11-02,ALRS,futures,24874.0,13999.0,10875.0,56.28,43.72,11711.0,2288.0,726.0,10149.0
2020-11-02,GAZR,futures,342940.0,191084.0,151856.0,55.72,44.28,154354.0,36730.0,17116.0,134740.0
2020-11-02,GMKN,futures,796.0,692.0,104.0,86.93,13.07,398.0,294.0,0.0,104.0
2020-11-02,LKOH,futures,75008.0,37701.0,37307.0,50.26,49.74,32948.0,4753.0,4556.0,32751.0
2020-11-02,MGNT,futures,42814.0,22332.0,20482.0,52.16,47.84,8211.0,14121.0,13196.0,7286.0
2020-11-02,MXI,futures,26438.0,14368.0,12070.0,54.35,45.65,6274.0,8094.0,6945.0,5125.0
2020-11-02,ROSN,futures,8944.0,3215.0,5729.0,35.95,64.05,1780.0,1435.0,2692.0,3037.0
2020-11-02,SBRF,futures,423300.0,204290.0,219010.0,48.26,51.74,174104.0,30186.0,37546.0,181464.0
2020-11-02,VTBR,futures,278444.0,152433.0,126011.0,54.74,45.26,131263.0,21170.0,7959.0,118052.0
