date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur,Open,High,Low,Close,Volume,contract
2026-07-09,GMKN,futures,736936.0,371058.0,365878.0,50.35,49.65,251234.0,119824.0,117234.0,248644.0,1157.0,1178.0,1122.0,1125.0,364887.0,GMKN-9.26
2026-07-09,LKOH,futures,70486.0,19065.0,51421.0,27.05,72.95,11402.0,7663.0,23841.0,27580.0,46350.0,46807.0,44869.0,45248.0,27334.0,LKOH-9.26
2026-07-09,MGNT,futures,228434.0,144839.0,83595.0,63.41,36.59,106529.0,38310.0,7688.0,75907.0,1901.0,1913.0,1827.0,1831.0,73117.0,MGNT-9.26
2026-07-09,MIX,futures,448554.0,348246.0,100308.0,77.64,22.36,216220.0,132026.0,8057.0,92251.0,220000.0,221825.0,215100.0,216000.0,287235.0,MIX-9.26
2026-07-09,NVTK,futures,200232.0,56671.0,143561.0,28.3,71.7,47315.0,9356.0,52801.0,90760.0,9632.0,9961.0,9444.0,9458.0,33874.0,NVTK-9.26
2026-07-09,PLZL,futures,89576.0,50886.0,38690.0,56.81,43.19,35776.0,15110.0,9012.0,29678.0,,,,,,PLZL-9.26
2026-07-09,ROSN,futures,52238.0,25839.0,26399.0,49.46,50.54,17068.0,8771.0,9051.0,17348.0,33021.0,33578.0,31867.0,32187.0,39323.0,ROSN-9.26
2026-07-09,SBRF,futures,1442002.0,293144.0,1148858.0,20.33,79.67,144813.0,148331.0,576188.0,572670.0,27368.0,27368.0,26829.0,26969.0,155343.0,SBRF-9.26
2026-07-09,VTBR,futures,1025034.0,437007.0,588027.0,42.63,57.37,368848.0,68159.0,143669.0,444358.0,89790.0,91090.0,87380.0,87830.0,77745.0,VTBR-9.26
2026-07-09,YDEX,futures,637694.0,343904.0,293790.0,53.93,46.07,312774.0,31130.0,6073.0,287717.0,3669.0,3773.0,3633.0,3690.0,132216.0,YDEX-9.26
2026-07-10,ALRS,futures,257490.0,155675.0,101815.0,60.46,39.54,119402.0,36273.0,9343.0,92472.0,1926.0,1934.0,1875.0,1875.0,65211.0,ALRS-9.26
2026-07-10,GAZR,futures,1206232.0,459945.0,746287.0,38.13,61.87,411134.0,48811.0,191982.0,554305.0,9559.0,9696.0,9489.0,9523.0,180899.0,GAZR-9.26
